hpcd,mdc6,ope,value
3137,60000,0,46
10012,150000,0,46
10061,150000,0,46
20149,150000,0,46
30031,80000,0,46
30060,180000,0,46
30069,150000,0,46
30088,160000,0,46
30181,80000,0,46
30206,100000,0,46
30244,80000,0,46
30248,100000,0,46
30251,70000,0,46
30253,180000,0,46
30255,150000,0,46
30351,70000,0,46
30503,100000,0,46
30511,70000,0,46
30522,100000,0,46
30530,180000,0,46
30559,150000,0,46
30630,100000,0,46
30708,100000,0,46
30709,70000,0,46
30719,180000,0,46
30804,180000,0,46
30820,100000,0,46
30851,80000,0,46
30852,170000,0,46
30941,100000,0,46
30959,70000,0,46
30959,100000,0,46
30977,70000,0,46
30986,80000,0,46
31000,180000,0,46
31090,80000,0,46
31090,130000,0,46
31115,80000,0,46
31132,80000,0,46
31158,70000,0,46
31160,100000,0,46
31194,100000,0,46
31249,70000,0,46
31269,130000,0,46
90205,160000,0,46
90217,100000,0,46
90239,100000,0,46
1,60220,97,45
3,40040,99,45
37,160100,97,45
38,60035,99,45
131,160690,99,45
136,10040,99,45
136,10050,2,45
149,40080,99,45
153,130030,99,45
170,160760,97,45
174,160760,97,45
175,10040,99,45
220,60040,99,45
225,10060,99,45
281,120170,99,45
285,60100,1,45
313,10060,99,45
396,40081,99,45
434,60100,1,45
459,110280,99,45
608,110280,2,45
618,50130,99,45
623,60160,1,45
639,110280,97,45
646,60040,99,45
709,40080,99,45
709,110310,99,45
728,50050,2,45
768,110310,99,45
928,50130,99,45
945,110280,99,45
988,50070,99,45
1021,50130,99,45
1059,50130,99,45
1063,50130,99,45
1088,110310,99,45
1103,40080,99,45
1115,50130,99,45
1149,70230,1,45
1157,50130,99,45
1251,60210,99,45
1251,70350,2,45
1291,110280,99,45
1298,30250,99,45
1301,40080,99,45
1316,120070,2,45
1371,110200,2,45
1375,60100,1,45
1398,60035,99,45
1405,40080,99,45
1461,70230,1,45
1571,60035,99,45
1598,110280,97,45
1627,40080,99,45
1639,50130,99,45
1639,110310,99,45
1650,40080,99,45
1760,110280,99,45
1787,110070,3,45
1787,110200,2,45
1805,20240,97,45
1814,110310,99,45
1826,70230,1,45
1843,20230,97,45
1847,60150,3,45
1929,160620,1,45
1963,10060,99,45
2040,50130,99,45
2049,180040,97,45
2102,161060,99,45
2136,70470,2,45
2182,40080,99,45
2226,160690,99,45
2273,160620,1,45
2278,70343,97,45
2385,40080,99,45
2397,60570,99,45
2400,40080,99,45
2490,160690,99,45
2555,110280,99,45
2567,110280,2,45
2584,07040x,1,45
2584,160700,97,45
2610,40080,99,45
2626,70230,1,45
2663,20230,97,45
2703,20280,97,45
2741,70080,97,45
2758,40081,99,45
2781,120170,99,45
2823,160690,99,45
2846,50130,99,45
2868,180040,97,45
2873,60100,1,45
2877,110280,2,45
2928,160850,1,45
2945,20230,97,45
2951,160100,99,45
2987,40080,99,45
3002,140010,99,45
3075,60160,1,45
3099,120170,99,45
3104,60100,1,45
3113,110420,2,45
3127,60040,99,45
3128,10069,99,45
10001,50163,3,45
10001,06007x,1,45
10002,30150,97,45
10003,60020,2,45
10003,60180,99,45
10004,50163,3,45
10005,40200,1,45
10005,50161,97,45
10005,50163,2,45
10005,120170,99,45
10006,30150,97,45
10006,90010,1,45
10007,60040,99,45
10007,120170,99,45
10007,180040,97,45
10008,06007x,97,45
10009,10010,99,45
10010,70041,99,45
10010,80006,1,45
10010,180040,97,45
10011,50070,97,45
10011,60040,2,45
10011,70230,1,45
10012,50070,97,45
10012,60060,97,45
10012,11012x,2,45
10013,60130,97,45
10013,180040,97,45
10014,60035,1,45
10014,110080,1,45
10015,60160,1,45
10016,70341,2,45
10016,110280,97,45
10017,120010,1,45
10018,10010,99,45
10018,60130,99,45
10019,50130,97,45
10019,80007,1,45
10019,180040,97,45
10020,60210,99,45
10021,40081,99,45
10021,60130,2,45
10021,60340,99,45
10022,50130,97,45
10022,120010,1,45
10023,10070,99,45
10023,60300,99,45
10023,160100,99,45
10024,60170,2,45
10025,50080,97,45
10025,60130,97,45
10025,110280,2,45
10027,60130,99,45
10027,12002x,97,45
10029,20280,97,45
10029,60030,99,45
10029,160100,99,45
10030,60035,99,45
10030,110070,3,45
10031,60010,1,45
10031,60060,99,45
10032,110280,97,45
10034,20180,97,45
10034,160870,1,45
10035,50070,99,45
10035,60102,2,45
10035,12002x,2,45
10036,60035,1,45
10037,10030,99,45
10037,60035,1,45
10037,60340,99,45
10038,06007x,97,45
10038,70341,2,45
10039,60050,2,45
10039,70230,1,45
10040,50170,3,45
10041,110310,99,45
10042,10010,2,45
10042,10060,99,45
10042,120260,1,45
10043,120010,1,45
10045,14031x,99,45
10046,30400,99,45
10049,50080,97,45
10049,80007,1,45
10049,120030,99,45
10051,50080,99,45
10051,50170,3,45
10052,40081,99,45
10052,110280,2,45
10053,06007x,1,45
10053,110260,99,45
10053,120010,1,45
10054,04026x,1,45
10055,50080,97,45
10055,60050,1,45
10055,80180,99,45
10056,50180,2,45
10056,70470,99,45
10056,11001x,1,45
10058,12002x,1,45
10058,120060,2,45
10061,120060,1,45
10061,130010,97,45
10062,100180,99,45
10063,70230,1,45
10063,120170,99,45
10063,130010,97,45
10064,03001x,1,45
10064,60370,97,45
10064,11022x,1,45
10064,110280,97,45
10065,60130,2,45
10065,160620,1,45
10066,60010,1,45
10066,60210,99,45
10067,12002x,1,45
10068,100180,99,45
10068,110060,99,45
10069,60340,99,45
10070,50163,99,45
10070,60020,2,45
10070,110310,99,45
10071,50080,99,45
10072,06007x,99,45
10072,12002x,2,45
10072,160850,2,45
10072,180060,97,45
10073,60035,99,45
10073,70041,99,45
10074,60035,99,45
10075,60360,1,45
10075,70041,97,45
10075,11001x,99,45
10075,110280,2,45
10076,50080,1,45
10077,10010,2,45
10077,90010,99,45
10077,110280,2,45
10077,160620,2,45
10078,110080,1,45
10079,90010,1,45
10080,20150,97,45
10080,20160,97,45
10080,50050,99,45
10081,70041,99,45
10082,20210,97,45
10082,60040,99,45
10082,70010,1,45
10082,110070,99,45
20002,50080,99,45
20002,60335,2,45
20002,160720,1,45
20002,160740,1,45
20006,80006,1,45
20007,90010,2,45
20007,110280,2,45
20007,12002x,2,45
20008,10020,2,45
20008,100393,99,45
20008,130060,97,45
20009,60370,97,45
20010,12002x,2,45
20010,130030,97,45
20011,60060,97,45
20011,70230,1,45
20013,60020,2,45
20014,120060,2,45
20014,130030,99,45
20015,60040,2,45
20015,160100,99,45
20016,07040x,1,45
20017,60035,99,45
20017,60050,97,45
20018,60130,99,45
20018,160100,99,45
20019,70010,97,45
20020,60035,1,45
20021,60020,4,45
20021,06007x,99,45
20021,110080,99,45
20021,160690,99,45
20022,60130,99,45
20022,100180,99,45
20023,10080,99,45
20023,50170,2,45
20023,60030,99,45
20023,110280,97,45
20023,120010,1,45
20024,60340,99,45
20026,60020,97,45
20027,60040,99,45
20030,110310,1,45
20030,120060,1,45
20031,20230,97,45
20031,60130,99,45
20031,110080,1,45
20033,10010,2,45
20033,20180,97,45
20033,80006,1,45
20035,40081,99,45
20035,50130,97,45
20036,60235,97,45
20036,120060,1,45
20036,160620,1,45
20038,60130,99,45
20039,160620,2,45
20041,50130,99,45
20041,110060,99,45
20042,60130,99,45
20043,60040,1,45
20044,03001x,1,45
20045,10230,99,45
20046,180040,99,45
20047,10030,3,45
20047,60040,2,45
20047,100393,99,45
20047,180040,97,45
20048,20150,97,45
20048,60102,2,45
20048,60340,99,45
20049,06007x,99,45
20050,30240,99,45
20050,50130,97,45
20050,60335,2,45
20050,11012x,2,45
20050,160100,97,45
20050,160690,99,45
20051,50080,99,45
20051,70560,99,45
20053,60030,97,45
20054,60050,97,45
20054,60190,99,45
20054,130030,97,45
20055,40080,97,45
20055,60040,97,45
20055,60130,2,45
20055,11012x,97,45
20056,30390,99,45
20056,130010,97,45
20057,50070,97,45
20057,50163,1,45
20057,60370,97,45
20058,50163,3,45
20058,60020,99,45
20059,30390,99,45
20059,60050,99,45
20059,11012x,2,45
20065,60335,97,45
20066,06007x,97,45
20066,60210,97,45
20066,12002x,1,45
20067,60020,2,45
20067,60035,99,45
20067,60140,97,45
20068,60020,97,45
20068,70343,97,45
20068,12002x,1,45
20068,160740,1,45
20069,60040,2,45
20069,60340,99,45
20069,120070,2,45
20070,60050,99,45
20071,60050,97,45
20072,50080,99,45
20072,60035,3,45
20073,12002x,1,45
20074,30250,99,45
20074,60102,2,45
20075,12002x,99,45
20075,120180,1,45
20076,20160,97,45
20076,60300,97,45
20077,60035,97,45
20077,60130,99,45
20077,120170,1,45
20078,60020,1,45
20081,60100,1,45
20082,30400,99,45
20082,40200,99,45
20082,160100,99,45
20083,60140,97,45
20085,40190,99,45
20085,60040,2,45
20085,11001x,1,45
20085,120170,99,45
20085,160100,97,45
20086,03001x,99,45
20086,40150,99,45
20086,40200,99,45
20086,70080,97,45
20086,120060,1,45
20087,50180,2,45
20089,40050,99,45
20089,60210,97,45
20091,40200,99,45
20091,07040x,1,45
20093,10030,99,45
20093,10050,2,45
20094,20160,97,45
20094,60050,99,45
20095,10040,99,45
20095,110070,3,45
20096,110280,99,45
20097,130040,99,45
20098,180040,97,45
20100,60090,2,45
20100,180040,97,45
20102,60020,2,45
20102,90010,1,45
20103,60210,99,45
20103,110310,99,45
20104,30390,97,45
20104,60020,4,45
20104,07040x,1,45
20104,80240,97,45
20104,120260,2,45
20104,161060,99,45
20104,180040,99,45
20106,60035,99,45
20106,60300,97,45
20106,100020,1,45
20107,60010,99,45
20107,60350,99,45
20107,161060,99,45
20108,50050,99,45
20110,30390,99,45
20111,20240,97,45
20112,50080,2,45
20115,11012x,4,45
20116,20240,97,45
20116,60102,99,45
20116,60130,99,45
20116,110200,2,45
20117,60060,97,45
20118,10030,99,45
20119,60102,2,45
20120,60340,99,45
20120,120170,99,45
20120,130010,97,45
20122,10030,99,45
20122,60370,99,45
20123,50161,99,45
20123,60130,97,45
20123,100020,1,45
20124,160850,1,45
20125,50080,1,45
20125,120170,99,45
20125,180040,97,45
20126,60140,97,45
20126,100260,97,45
20126,160610,1,45
20127,10030,3,45
20127,60300,99,45
20128,60130,99,45
20128,60150,3,45
20128,60335,2,45
20129,03001x,99,45
20132,60330,2,45
20134,60150,3,45
20134,110200,2,45
20135,40050,99,45
20136,60035,99,45
20136,120070,2,45
20136,160760,97,45
20137,120010,99,45
20138,10010,2,45
20138,60170,2,45
20140,130060,97,45
20141,60330,2,45
20142,10060,2,45
20143,60050,99,45
20143,60160,1,45
20143,160100,99,45
20145,60020,97,45
20145,06007x,97,45
20148,50170,3,45
20148,60010,99,45
20148,60050,2,45
20149,60010,99,45
20150,12002x,2,45
20151,50070,99,45
20151,100100,97,45
20152,10030,99,45
20152,60350,97,45
20153,160200,2,45
20154,50050,1,45
20154,60340,3,45
20154,110310,99,45
20154,12002x,97,45
20154,180060,97,45
20156,70343,99,45
30004,10120,1,45
30005,90010,99,45
30010,40080,99,45
30011,120170,99,45
30012,110280,3,45
30013,60140,97,45
30013,70230,1,45
30013,130040,99,45
30015,40081,99,45
30015,120180,1,45
30016,10040,99,45
30017,60020,99,45
30023,60102,99,45
30028,10070,2,45
30030,03001x,1,45
30030,60010,2,45
30037,60035,4,45
30038,60210,99,45
30039,120070,2,45
30043,160100,99,45
30044,60210,97,45
30044,110070,99,45
30044,110280,2,45
30046,110310,99,45
30047,90010,99,45
30051,60210,99,45
30051,120170,99,45
30053,110070,3,45
30059,50030,97,45
30063,100020,1,45
30065,50180,2,45
30066,06007x,97,45
30069,60050,3,45
30071,60020,4,45
30073,40081,99,45
30073,50050,2,45
30073,50070,99,45
30079,11012x,2,45
30080,11012x,2,45
30086,10030,99,45
30086,60020,4,45
30086,60100,99,45
30101,70343,99,45
30105,50210,97,45
30107,60035,99,45
30109,120070,2,45
30113,30250,99,45
30113,60050,99,45
30113,60190,99,45
30115,110070,99,45
30117,60210,99,45
30118,60335,99,45
30120,50180,2,45
30120,60570,99,45
30122,60150,99,45
30123,110310,99,45
30130,30250,99,45
30130,40040,99,45
30130,60210,99,45
30131,160700,97,45
30132,50130,99,45
30132,60100,1,45
30132,60130,99,45
30132,160760,97,45
30136,10069,99,45
30136,60020,4,45
30136,60020,99,45
30137,50130,97,45
30139,120010,99,45
30140,130030,99,45
30145,160100,97,45
30150,60035,1,45
30154,30240,1,45
30155,20110,97,45
30155,60020,99,45
30159,50130,97,45
30159,110280,99,45
30162,60020,97,45
30162,06007x,97,45
30166,40081,99,45
30167,30240,99,45
30169,180040,97,45
30170,60160,1,45
30170,160100,99,45
30176,60010,99,45
30176,60102,99,45
30177,60241,97,45
30177,160760,97,45
30178,30240,99,45
30184,40081,99,45
30184,50070,99,45
30184,60210,99,45
30184,11012x,4,45
30184,140010,99,45
30187,50210,97,45
30187,70341,2,45
30189,10030,1,45
30190,90010,2,45
30195,30400,99,45
30195,60210,99,45
30197,120090,97,45
30201,12002x,2,45
30201,120070,2,45
30210,11012x,4,45
30212,50130,97,45
30214,110080,99,45
30217,100020,99,45
30219,50030,97,45
30221,50030,97,45
30221,110310,99,45
30222,50210,97,45
30223,60335,2,45
30224,60102,99,45
30226,60020,2,45
30226,120060,1,45
30227,160100,99,45
30231,60040,2,45
30232,10030,99,45
30235,60300,97,45
30235,180040,97,45
30236,10050,2,45
30239,110280,97,45
30241,10230,99,45
30241,160100,97,45
30241,160760,97,45
30244,60020,99,45
30248,60040,99,45
30249,50161,99,45
30250,110420,2,45
30255,60010,99,45
30259,40080,99,45
30259,50050,2,45
30262,90010,2,45
30266,60035,3,45
30267,40081,99,45
30268,60335,2,45
30269,90010,2,45
30273,50170,3,45
30273,180060,97,45
30277,110070,99,45
30278,60102,99,45
30280,60160,1,45
30281,60035,99,45
30281,110420,2,45
30281,160690,99,45
30283,50030,97,45
30283,60140,97,45
30284,50180,2,45
30284,160690,99,45
30285,160760,97,45
30289,60210,99,45
30290,10030,99,45
30296,10230,99,45
30296,20110,97,45
30296,160100,97,45
30299,60102,99,45
30303,50050,2,45
30305,60210,97,45
30306,160800,1,45
30310,20220,97,45
30310,60010,99,45
30310,110060,99,45
30315,100393,99,45
30328,160100,99,45
30329,40080,99,45
30330,30240,1,45
30330,60150,99,45
30332,120180,1,45
30339,60150,3,45
30343,110420,2,45
30344,70343,1,45
30345,60335,2,45
30346,120170,99,45
30346,130030,97,45
30346,160690,99,45
30352,50050,2,45
30352,160800,1,45
30354,20150,97,45
30354,40080,99,45
30354,100120,99,45
30356,30150,97,45
30356,12002x,2,45
30356,130040,99,45
30361,60210,99,45
30362,60300,99,45
30363,60160,1,45
30366,50210,97,45
30367,40080,99,45
30367,110310,99,45
30368,60150,3,45
30369,40040,97,45
30369,90010,2,45
30369,160620,1,45
30370,60160,1,45
30372,110070,3,45
30376,130030,99,45
30380,160690,99,45
30387,70230,1,45
30390,120180,1,45
30390,160690,99,45
30391,60210,99,45
30394,60050,97,45
30394,90010,1,45
30396,100250,99,45
30399,110310,99,45
30405,110280,99,45
30408,160800,1,45
30410,40081,99,45
30411,50030,97,45
30416,60340,3,45
30416,160100,99,45
30418,120070,2,45
30420,60150,3,45
30420,110080,99,45
30422,30400,99,45
30422,60330,2,45
30423,50130,97,45
30423,50210,97,45
30424,11012x,2,45
30425,50210,97,45
30426,40080,99,45
30427,10040,99,45
30427,30400,99,45
30427,40040,97,45
30427,60130,99,45
30427,130030,97,45
30428,50050,2,45
30432,11012x,97,45
30434,60340,3,45
30439,60020,99,45
30439,160800,1,45
30441,110070,99,45
30442,110200,2,45
30444,110280,99,45
30445,130010,97,45
30446,50130,99,45
30448,50070,1,45
30448,60210,99,45
30449,60160,1,45
30454,120070,2,45
30455,50030,97,45
30458,10040,99,45
30458,160700,97,45
30459,60102,99,45
30461,160760,97,45
30465,14031x,3,45
30465,180040,97,45
30467,07040x,1,45
30470,110070,3,45
30473,70560,99,45
30473,11012x,2,45
30474,60100,1,45
30476,11012x,2,45
30480,60102,99,45
30482,80180,99,45
30486,50070,99,45
30486,50200,99,45
30490,160800,1,45
30492,14031x,4,45
30493,11012x,4,45
30496,40081,99,45
30499,60010,99,45
30499,161060,99,45
30500,60160,1,45
30504,160980,99,45
30514,60190,99,45
30514,70350,1,45
30515,50070,1,45
30515,60350,99,45
30516,110080,1,45
30517,50030,97,45
30522,160800,1,45
30524,40040,99,45
30525,60150,3,45
30525,110200,2,45
30526,50030,97,45
30534,10060,2,45
30538,10010,99,45
30538,90010,99,45
30543,50050,2,45
30543,60130,99,45
30545,160720,1,45
30546,50130,99,45
30546,60102,99,45
30547,60020,2,45
30547,70343,1,45
30547,70560,99,45
30547,160740,1,45
30548,60150,3,45
30548,120260,1,45
30554,60100,1,45
30556,40040,97,45
30557,10040,99,45
30559,30400,99,45
30560,10230,99,45
30563,10130,99,45
30563,60010,99,45
30565,60330,2,45
30565,120200,99,45
30566,70180,97,45
30567,60130,2,45
30567,70230,1,45
30568,90010,99,45
30569,70350,97,45
30570,60340,3,45
30571,90010,2,45
30571,130010,99,45
30580,40081,99,45
30581,60040,99,45
30583,60290,99,45
30583,60340,99,45
30586,140010,97,45
30587,60020,4,45
30592,60160,1,45
30593,40040,99,45
30599,10040,99,45
30599,60160,1,45
30604,30400,99,45
30606,70343,2,45
30606,110080,99,45
30606,110310,99,45
30608,110080,99,45
30609,30400,99,45
30609,50050,99,45
30611,60100,99,45
30612,60340,3,45
30614,40081,99,45
30620,110310,99,45
30621,60102,99,45
30623,71030,97,45
30624,40080,99,45
30626,50130,99,45
30626,60340,3,45
30636,160690,99,45
30640,10230,99,45
30640,60050,99,45
30641,110070,99,45
30641,120100,1,45
30645,110200,2,45
30647,30400,99,45
30651,120180,1,45
30651,160800,1,45
30655,40040,99,45
30655,60340,3,45
30666,120060,1,45
30666,160620,1,45
30667,60335,2,45
30667,160620,1,45
30672,50050,99,45
30673,06007x,97,45
30679,40040,97,45
30679,50050,2,45
30679,60150,99,45
30682,60100,1,45
30684,50070,99,45
30685,10170,99,45
30693,60160,1,45
30697,40081,99,45
30697,50050,99,45
30698,11012x,2,45
30699,40080,99,45
30706,60160,1,45
30711,80006,1,45
30712,110070,3,45
30716,40080,99,45
30717,60035,99,45
30717,110080,99,45
30732,50170,99,45
30733,30400,99,45
30735,110060,99,45
30739,10040,99,45
30739,30400,99,45
30741,11012x,2,45
30743,130010,99,45
30745,60102,99,45
30747,110070,3,45
30751,50050,99,45
30757,60210,97,45
30759,60330,2,45
30759,110280,2,45
30760,160100,99,45
30761,110070,3,45
30762,110200,2,45
30762,11022x,99,45
30763,60030,1,45
30765,60150,99,45
30770,50070,1,45
30773,60340,99,45
30773,90010,1,45
30774,10070,1,45
30774,60210,99,45
30774,160760,97,45
30777,60330,2,45
30783,60060,97,45
30786,11012x,2,45
30787,110310,99,45
30788,60040,99,45
30790,60020,4,45
30790,60370,97,45
30790,160700,97,45
30796,20220,97,45
30797,60040,2,45
30797,130030,99,45
30801,20110,97,45
30809,60210,99,45
30810,20110,97,45
30810,110310,99,45
30812,60210,99,45
30813,110080,1,45
30814,160760,97,45
30815,11012x,2,45
30815,11012x,4,45
30819,130010,97,45
30820,60020,99,45
30821,50030,97,45
30823,160760,97,45
30824,60190,99,45
30827,50030,97,45
30828,60160,1,45
30833,60100,1,45
30835,120070,2,45
30836,60190,99,45
30837,50030,97,45
30841,160800,1,45
30844,60335,2,45
30845,160620,2,45
30854,60210,99,45
30856,60160,1,45
30861,60035,99,45
30864,110080,99,45
30865,06007x,97,45
30865,07040x,1,45
30870,50050,99,45
30873,110280,99,45
30874,60102,99,45
30875,60020,99,45
30878,50030,97,45
30880,50070,1,45
30880,12002x,97,45
30881,60160,1,45
30882,60100,99,45
30883,180040,97,45
30888,60102,99,45
30888,110200,2,45
30894,120160,1,45
30895,40120,99,45
30902,60330,2,45
30907,60102,99,45
30908,40080,99,45
30912,10040,99,45
30913,70343,97,45
30913,70560,99,45
30914,50030,97,45
30914,70343,1,45
30914,160620,1,45
30915,30400,99,45
30920,60035,1,45
30920,60340,3,45
30920,11012x,2,45
30925,50050,2,45
30927,11012x,2,45
30928,60102,99,45
30933,60102,99,45
30936,120070,2,45
30940,70343,97,45
30949,60130,99,45
30949,60210,99,45
30949,160690,99,45
30949,160800,1,45
30950,10030,3,45
30953,160760,97,45
30954,110280,99,45
30956,60035,99,45
30956,60140,97,45
30956,11012x,2,45
30960,60210,99,45
30961,120200,99,45
30962,60335,2,45
30964,60210,99,45
30967,10040,99,45
30967,60040,2,45
30970,30400,99,45
30970,60340,99,45
30972,110420,2,45
30974,120060,2,45
30975,60102,99,45
30978,60130,99,45
30983,50030,97,45
30983,60102,99,45
30984,110310,99,45
30985,60020,99,45
30985,60210,99,45
30985,90010,99,45
30988,60330,2,45
30993,06007x,99,45
30994,60035,1,45
30995,10230,99,45
30995,60050,97,45
31000,160800,1,45
31008,60050,2,45
31011,50050,99,45
31013,40040,99,45
31020,60020,99,45
31020,110080,99,45
31023,70230,1,45
31029,110280,99,45
31039,40081,99,45
31040,11012x,2,45
31048,60035,99,45
31053,30240,99,45
31053,140010,99,45
31054,10040,99,45
31058,50130,99,45
31060,60035,99,45
31064,60160,1,45
31065,160100,99,45
31068,60030,99,45
31070,110070,2,45
31071,11012x,2,45
31072,06007x,99,45
31073,50070,99,45
31080,60020,4,45
31082,120260,1,45
31083,60035,1,45
31083,06007x,99,45
31084,10070,1,45
31084,60035,1,45
31084,60040,99,45
31087,160100,97,45
31096,11012x,2,45
31096,130060,97,45
31101,60100,1,45
31104,40081,99,45
31106,60340,3,45
31107,130030,97,45
31108,10070,99,45
31108,60035,99,45
31109,60050,99,45
31110,120010,99,45
31120,60060,97,45
31122,10230,99,45
31122,30250,99,45
31122,60102,99,45
31123,10070,99,45
31125,50210,97,45
31140,30400,99,45
31145,160620,1,45
31147,60230,97,45
31155,40040,97,45
31155,160100,97,45
31156,60140,97,45
31156,160610,1,45
31157,60020,2,45
31157,60210,97,45
31161,60100,99,45
31164,70350,1,45
31170,10230,99,45
31171,50130,99,45
31171,60035,99,45
31172,40040,97,45
31173,50210,97,45
31179,60040,2,45
31186,60090,2,45
31186,110280,2,45
31187,40081,99,45
31188,110070,3,45
31192,70350,99,45
31192,110060,99,45
31193,60210,99,45
31193,70343,97,45
31195,60020,99,45
31195,120260,1,45
31197,10230,99,45
31200,70560,99,45
31200,110070,99,45
31200,12002x,2,45
31202,50163,3,45
31202,130030,97,45
31208,110070,3,45
31212,60340,3,45
31212,160690,99,45
31228,60035,1,45
31229,40081,99,45
31230,40080,99,45
31231,60160,1,45
31232,160690,99,45
31233,110080,99,45
31234,110070,3,45
31235,110070,3,45
31239,180040,97,45
31253,110080,3,45
31258,40080,99,45
31261,40080,99,45
31263,60210,99,45
31263,160690,99,45
31266,60035,99,45
31271,10060,99,45
31271,60035,1,45
31272,50130,99,45
31293,50180,2,45
31293,70343,1,45
31294,60370,97,45
31294,100393,99,45
31295,50070,99,45
31295,60160,1,45
31296,160100,99,45
31301,60020,4,45
31301,140010,97,45
31304,110060,99,45
31305,60100,1,45
31306,60160,1,45
31308,10040,99,45
31308,11012x,2,45
31308,110280,99,45
31310,60160,1,45
31323,160760,97,45
31324,60210,99,45
31330,60010,99,45
31331,60150,99,45
31331,60180,99,45
31332,60340,3,45
31338,70010,1,45
31341,50163,97,45
31341,50163,99,45
31341,180040,99,45
31342,90010,1,45
31343,60050,2,45
31344,60050,3,45
31344,160100,97,45
31345,10010,99,45
31352,60340,3,45
31365,11012x,4,45
31370,60160,1,45
31376,50210,97,45
31382,110310,99,45
31386,60040,99,45
31387,60050,3,45
31387,160100,99,45
31401,10310,97,45
31404,11012x,97,45
31404,110200,2,45
31406,120180,1,45
31408,110200,2,45
31409,160100,97,45
31411,60035,99,45
31417,60160,1,45
31427,50030,97,45
31427,06007x,97,45
31429,130010,97,45
31433,60160,1,45
31433,110280,99,45
31433,110310,99,45
31441,40080,99,45
31443,60050,97,45
31443,06007x,99,45
31443,120070,2,45
31444,160800,1,45
31446,30150,97,45
31446,60300,99,45
31447,50080,1,45
31448,60020,4,45
31448,60020,99,45
31449,120060,1,45
31450,60020,99,45
31452,60100,1,45
31456,110310,99,45
31459,50070,1,45
31459,160800,1,45
31461,40081,99,45
31465,60160,1,45
31465,140010,97,45
31467,20110,97,45
31469,60035,99,45
31470,50070,99,45
31474,50210,97,45
31475,60050,99,45
31483,40080,99,45
31502,70341,2,45
31502,160760,97,45
31504,160760,97,45
31509,160620,2,45
31510,130030,97,45
31511,100393,99,45
31511,110070,99,45
31513,50050,2,45
31514,40120,99,45
31517,60102,99,45
31518,60035,99,45
31519,60102,99,45
90001,50050,2,45
90018,40080,99,45
90026,11012x,97,45
90036,60160,1,45
90036,60335,2,45
90046,130060,97,45
90056,160620,2,45
90060,40080,99,45
90060,60160,1,45
90069,40081,99,45
90092,110310,99,45
90098,06007x,99,45
90106,10060,99,45
90118,70350,1,45
90124,60100,1,45
90142,70350,99,45
90143,10060,99,45
90143,110080,99,45
90143,180040,97,45
90156,20290,97,45
90156,130060,99,45
90166,110310,99,45
90168,60020,4,45
90168,60210,99,45
90186,60100,1,45
90210,70341,2,45
90212,110310,99,45
90226,11001x,1,45
90227,60040,99,45
90236,60100,1,45
90237,60100,1,45
90238,10230,99,45
1843,20000,0,45
2945,20000,0,45
2878,50000,0,45
31179,20000,0,45
10040,20000,0,45
10049,20000,0,45
2994,110000,0,45
10026,20000,0,45
10030,20000,0,45
31406,20000,0,45
90169,160000,0,45
2273,110000,0,45
30763,120000,0,45
1,40000,0,45
30051,50000,0,45
30900,50000,0,45
31443,20000,0,45
30073,50000,0,45
30051,140000,0,45
269,130000,0,45
31217,50000,0,45
30678,50000,0,45
31066,20000,0,45
31247,50000,0,45
20155,20000,0,45
30314,140000,0,45
31255,50000,0,45
20071,140000,0,45
30392,130000,0,45
30971,40000,0,45
30104,10000,0,45
31171,50000,0,45
30560,50000,0,45
30982,50000,0,45
2796,110000,0,45
30653,10000,0,45
30139,10000,0,45
31346,10000,0,45
30894,20000,0,45
30628,130000,0,45
20139,130000,0,45
1060,40000,0,45
30270,110000,0,45
30483,120000,0,45
31346,130000,0,45
1597,50000,0,45
1911,10000,0,45
31096,130000,0,45
30324,10000,0,45
31465,140000,0,45
31449,100000,0,45
30151,50000,0,45
30721,110000,0,45
30469,40000,0,45
30846,130000,0,45
30582,120000,0,45
30703,120000,0,45
90121,40000,0,45
31415,40000,0,45
31356,40000,0,45
31494,110000,0,45
10076,180000,0,45
90185,10000,0,45
212,110000,0,45
30435,40000,0,45
20145,110000,0,45
31252,40000,0,45
31265,110000,0,45
30369,120000,0,45
31181,110000,0,45
31189,40000,0,45
2139,110000,0,45
1740,40000,0,45
31137,50000,0,45
90103,40000,0,45
1841,130000,0,45
2495,40000,0,45
10041,180000,0,45
956,70000,0,45
30679,30000,0,45
90100,160000,0,45
1913,60000,0,45
31210,40000,0,45
1297,160000,0,45
653,160000,0,45
90161,10000,0,45
370,160000,0,45
30863,50000,0,45
30876,30000,0,45
31224,10000,0,45
31484,10000,0,45
1436,60000,0,45
30060,40000,0,45
30259,40000,0,45
30743,100000,0,45
1621,40000,0,45
2655,160000,0,45
1760,40000,0,45
30122,10000,0,45
90188,40000,0,45
150,10000,0,45
701,160000,0,45
30963,130000,0,45
483,70000,0,45
1813,70000,0,45
30677,120000,0,45
31176,10000,0,45
1101,160000,0,45
30334,130000,0,45
2343,10000,0,45
1190,160000,0,45
30782,10000,0,45
2592,70000,0,45
843,10000,0,45
30714,120000,0,45
30936,10000,0,45
476,40000,0,45
905,60000,0,45
747,160000,0,45
1320,10000,0,45
30581,10000,0,45
334,60000,0,45
1233,10000,0,45
31117,50000,0,45
974,60000,0,45
2647,60000,0,45
30288,30000,0,45
30300,130000,0,45
